0% quantile: LV Network: 1101,25% quantile: LV Network: 1101,50% quantile: LV Network: 1101,75% quantile: LV Network: 1101,100% quantile: LV Network: 1101,0% quantile: LV Network: 1110,25% quantile: LV Network: 1110,50% quantile: LV Network: 1110,75% quantile: LV Network: 1110,100% quantile: LV Network: 1110,0% quantile: LV Network: 1116,25% quantile: LV Network: 1116,50% quantile: LV Network: 1116,75% quantile: LV Network: 1116,100% quantile: LV Network: 1116,0% quantile: LV Network: 1117,25% quantile: LV Network: 1117,50% quantile: LV Network: 1117,75% quantile: LV Network: 1117,100% quantile: LV Network: 1117,0% quantile: LV Network: 1137,25% quantile: LV Network: 1137,50% quantile: LV Network: 1137,75% quantile: LV Network: 1137,100% quantile: LV Network: 1137
1.054042354682163118e+00,1.068229428192091657e+00,1.072413105858499138e+00,1.076743255911949415e+00,1.083057626872491852e+00,1.037774978747423527e+00,1.055559480888374591e+00,1.062016377780824028e+00,1.068007917775948945e+00,1.077591505359581925e+00,1.038521329719651831e+00,1.053156424422089010e+00,1.065935278472374570e+00,1.074072879143486592e+00,1.080478492520610123e+00,1.042271680383300536e+00,1.060318927619144258e+00,1.070890311345974233e+00,1.074915276165270939e+00,1.081088923111356959e+00,1.025184996841596030e+00,1.058006510841835279e+00,1.065767198531975213e+00,1.072114749327114591e+00,1.082503319652164508e+00
1.055009878451263150e+00,1.071753087900935597e+00,1.076212776012046124e+00,1.080216477323600044e+00,1.086540362589945241e+00,1.045080559347280946e+00,1.056212930256924531e+00,1.068324792828473813e+00,1.075693628689232462e+00,1.083192855420099576e+00,1.040539494998333314e+00,1.060209185993060910e+00,1.070185774301291026e+00,1.077138617653655039e+00,1.085307207796135209e+00,1.051126415650528667e+00,1.067684738870879890e+00,1.072072765569423769e+00,1.077658931575047774e+00,1.083090203131286344e+00,1.044792511256588785e+00,1.062996636679860440e+00,1.070151431244693807e+00,1.075525473220540595e+00,1.086487089535772776e+00
1.043903093550282435e+00,1.060829484290881641e+00,1.065331506083110780e+00,1.069380769050657376e+00,1.075761853981760385e+00,1.033862475506652112e+00,1.045117369568792753e+00,1.057360970761650032e+00,1.064805722808717769e+00,1.072384930781517198e+00,1.029264519128770816e+00,1.049163360950049917e+00,1.059241485220514756e+00,1.066267616283838038e+00,1.074523833167362108e+00,1.039971406407488308e+00,1.056710539429977391e+00,1.061149677542395864e+00,1.066798972796675349e+00,1.072285672697862235e+00,1.033957883966283298e+00,1.052359656220979378e+00,1.059589020431451978e+00,1.065017248334843458e+00,1.076083457667571297e+00
1.065363795955367010e+00,1.072846616380328300e+00,1.075965723722304368e+00,1.078692129154160906e+00,1.082642291412074798e+00,1.048254784656117211e+00,1.064227653027772114e+00,1.071337518502011310e+00,1.074780332204274380e+00,1.079692559079061143e+00,1.058088261032181787e+00,1.062712147633787740e+00,1.072085506153356071e+00,1.077040446169709398e+00,1.081812252632736726e+00,1.058192821049680488e+00,1.069316374438070927e+00,1.073501234701592422e+00,1.077130676828454758e+00,1.080994248573491134e+00,1.054888825375189132e+00,1.068533456450660779e+00,1.074761396776362954e+00,1.078901515551475843e+00,1.085921402238621214e+00
1.066185640715395344e+00,1.073662517393114246e+00,1.076779225238268412e+00,1.079503613215975211e+00,1.083450694958774330e+00,1.049090671881961256e+00,1.065050545141768001e+00,1.072154510451496900e+00,1.075594718952105344e+00,1.080503237992899601e+00,1.058915824260609817e+00,1.063535969833001138e+00,1.072902044842601432e+00,1.077853125124671907e+00,1.082621337686908713e+00,1.059020274709920439e+00,1.070135153515784365e+00,1.074316655948785559e+00,1.077943236071150501e+00,1.081803836952304199e+00,1.056179284142970687e+00,1.069806899905219044e+00,1.076027104877887552e+00,1.080162363154427929e+00,1.087174011933449647e+00
1.065302868290902705e+00,1.070441384411571217e+00,1.073904601591160857e+00,1.078712888756728105e+00,1.084620297007116374e+00,1.042626018518158615e+00,1.065271814561242092e+00,1.070571741798242771e+00,1.074977746548543500e+00,1.080039672253463756e+00,1.048476710492676434e+00,1.061214196026246004e+00,1.069775425926021262e+00,1.075705852315274269e+00,1.081701773323357152e+00,1.040304273893082998e+00,1.066436261569578603e+00,1.075576545501388592e+00,1.077883702847874492e+00,1.081648653525731030e+00,1.050684782854198529e+00,1.067216547957956951e+00,1.073256113880536100e+00,1.079649792317621593e+00,1.086229879149215982e+00
1.065452978109930449e+00,1.070590760303081312e+00,1.074053491456167686e+00,1.078861097726784735e+00,1.084767656283643245e+00,1.042779612340326123e+00,1.065421994544183182e+00,1.070721194508662544e+00,1.075126513853537968e+00,1.080187711384039906e+00,1.048629308169409580e+00,1.061364895352941762e+00,1.069924895634172035e+00,1.075854449997706963e+00,1.081849537155794350e+00,1.040458116846797454e+00,1.066586113105474132e+00,1.075725117157338317e+00,1.078031950210456724e+00,1.081796386850021108e+00,1.050923994345088763e+00,1.067451933169310196e+00,1.073490165944466002e+00,1.079882427736877037e+00,1.086461034437171236e+00
1.068015417981081905e+00,1.074230860615395633e+00,1.078410313955544764e+00,1.081713966742203770e+00,1.087044346773692327e+00,1.060607325230669362e+00,1.068043891832107128e+00,1.073676090705068642e+00,1.076107553835274899e+00,1.082323813407513935e+00,1.055270599343470117e+00,1.067026784343120482e+00,1.073914073484560916e+00,1.079411889945265379e+00,1.084266361472012719e+00,1.064950713925882475e+00,1.072367855845658191e+00,1.076901145645445368e+00,1.080210035711147043e+00,1.083468020307589041e+00,1.048588337124640280e+00,1.073253358504314026e+00,1.079167349960457933e+00,1.084479888245527546e+00,1.090111773857712629e+00
1.067920861392449794e+00,1.074136865560463727e+00,1.078316692344036154e+00,1.081620637732369827e+00,1.086951487835061902e+00,1.060512140966481276e+00,1.067949359441999979e+00,1.073582073290188177e+00,1.076013749589053603e+00,1.082230554967632541e+00,1.055174846583887494e+00,1.066932127203482406e+00,1.073820021755137910e+00,1.079318329798418574e+00,1.084173235403914859e+00,1.064855840329124836e+00,1.072273652945836764e+00,1.076807359518709761e+00,1.080116529684259197e+00,1.083374805055497214e+00,1.048433308832142918e+00,1.073102043992837373e+00,1.079016865910461753e+00,1.084330201689106765e+00,1.089962851644570740e+00
1.060675283611455910e+00,1.071769086305265795e+00,1.079254067231530501e+00,1.082438480986321894e+00,1.088169313240467728e+00,1.058987551278082417e+00,1.067306205905361960e+00,1.073210903378051029e+00,1.077593579198253160e+00,1.082739143858071129e+00,1.056239627629043776e+00,1.063617028376730334e+00,1.074514042071939901e+00,1.079072540610355180e+00,1.084954820489686389e+00,1.058711868017192081e+00,1.070470354995443296e+00,1.077601707147921140e+00,1.080312694746303537e+00,1.085000771531054342e+00,1.050930511059463557e+00,1.072850707602782894e+00,1.080124769570258492e+00,1.085146286212291589e+00,1.090075352063488490e+00
