0% quantile: LV Network: 1101,25% quantile: LV Network: 1101,50% quantile: LV Network: 1101,75% quantile: LV Network: 1101,100% quantile: LV Network: 1101,0% quantile: LV Network: 1110,25% quantile: LV Network: 1110,50% quantile: LV Network: 1110,75% quantile: LV Network: 1110,100% quantile: LV Network: 1110,0% quantile: LV Network: 1116,25% quantile: LV Network: 1116,50% quantile: LV Network: 1116,75% quantile: LV Network: 1116,100% quantile: LV Network: 1116,0% quantile: LV Network: 1117,25% quantile: LV Network: 1117,50% quantile: LV Network: 1117,75% quantile: LV Network: 1117,100% quantile: LV Network: 1117,0% quantile: LV Network: 1137,25% quantile: LV Network: 1137,50% quantile: LV Network: 1137,75% quantile: LV Network: 1137,100% quantile: LV Network: 1137
1.073379152187040608e+00,1.078936865667301737e+00,1.081460232992371484e+00,1.085105332573069958e+00,1.089491955081745456e+00,1.066895237084570125e+00,1.074137289254255556e+00,1.077731030046503280e+00,1.079452201441294612e+00,1.084817693255933468e+00,1.049243932473230334e+00,1.075978766470697234e+00,1.080778028090842335e+00,1.082838243785305909e+00,1.087024628390829362e+00,1.066785501157555993e+00,1.074845860752288162e+00,1.081978559995989020e+00,1.083992936330889556e+00,1.086644513742840212e+00,1.065764843348466773e+00,1.072643939045668571e+00,1.078482187588578611e+00,1.081519732059701866e+00,1.085527095858239255e+00
1.075489115388090555e+00,1.080725160158046316e+00,1.083083169477296437e+00,1.086233507393630893e+00,1.090372397748722966e+00,1.069480565891967716e+00,1.076336012440290979e+00,1.079803251247426044e+00,1.081234367735369517e+00,1.085996500834039757e+00,1.053453010845222027e+00,1.078713196677407948e+00,1.082390960905756927e+00,1.084227859238050762e+00,1.088039519449518489e+00,1.069879475698884974e+00,1.076923500950072166e+00,1.083402634395905340e+00,1.085327251351273281e+00,1.087690594278873935e+00,1.069108823418816412e+00,1.075175367696784345e+00,1.080550669581186396e+00,1.083149714445116318e+00,1.086697120385318183e+00
1.077309544833440658e+00,1.082305111211188997e+00,1.084376434407043233e+00,1.087141862121877134e+00,1.091106050456980059e+00,1.071735215260915197e+00,1.078308789788640976e+00,1.081390546917907258e+00,1.082804072910330540e+00,1.086983823722271980e+00,1.057489804325160820e+00,1.081382725482725071e+00,1.083450868195786843e+00,1.085457300985147366e+00,1.088892420890737123e+00,1.072646385759685295e+00,1.078820370238497084e+00,1.084581659031542022e+00,1.086410930206568537e+00,1.088571353256652774e+00,1.071944037265563976e+00,1.077561273267207742e+00,1.082220384283416381e+00,1.084460499284967350e+00,1.087642358143702470e+00
1.067179568463294759e+00,1.072082381533593587e+00,1.073986994738392209e+00,1.076449962803879501e+00,1.080185710484348194e+00,1.061939289872011027e+00,1.068284456567337948e+00,1.070988104911052785e+00,1.072512181165806266e+00,1.076224937016209360e+00,1.049450518871550608e+00,1.071305317129656487e+00,1.072783565117068072e+00,1.074895832417585240e+00,1.078051551637693173e+00,1.063364728725322728e+00,1.068900623059709343e+00,1.073758446342133910e+00,1.075741165590065496e+00,1.077756088335726670e+00,1.062763919006621594e+00,1.067698866426894710e+00,1.071669674456555477e+00,1.073911462260053185e+00,1.076816517618218727e+00
1.068353053273641384e+00,1.073198691104472857e+00,1.074827950324850123e+00,1.077074104199854832e+00,1.080655915931261868e+00,1.063460914441965999e+00,1.069649220441790893e+00,1.072026068645934638e+00,1.073471397978318809e+00,1.076852851491842511e+00,1.052992279054341118e+00,1.070798214132192561e+00,1.074315790478822308e+00,1.075677922935758479e+00,1.078661457773602228e+00,1.065016844109208494e+00,1.070317232903392313e+00,1.074486919681352681e+00,1.076318859715970078e+00,1.078289699098211152e+00,1.064969545378523952e+00,1.069165929752401656e+00,1.072530866101470526e+00,1.074320223523212992e+00,1.077276653047361643e+00
1.069144071064012991e+00,1.074075834013488384e+00,1.075583061778936811e+00,1.077528975797406696e+00,1.081002685489881321e+00,1.064572766347335442e+00,1.070883975003751987e+00,1.072814245379020592e+00,1.074348650590708720e+00,1.077310951996507171e+00,1.056183618178764050e+00,1.069462948844656758e+00,1.075127704095054426e+00,1.076313600042581919e+00,1.079073969267093647e+00,1.065989001524477509e+00,1.071402840809627888e+00,1.075110831689753521e+00,1.076753967750452068e+00,1.078629304740027273e+00,1.066820256029774372e+00,1.070021836426261252e+00,1.072993944597685489e+00,1.074657049429729394e+00,1.077483658703280556e+00
1.069532762531602454e+00,1.074662188595173484e+00,1.075910064429511204e+00,1.077733382663206729e+00,1.081166398112619165e+00,1.065258715521794963e+00,1.071120349869934874e+00,1.073213698551765738e+00,1.074853798197231924e+00,1.077532688340950395e+00,1.058976122368938455e+00,1.069443470069557200e+00,1.075583199974361248e+00,1.076723447739095674e+00,1.079282859980490228e+00,1.066554377335481751e+00,1.072144562053672923e+00,1.075538372227672124e+00,1.076954975140585802e+00,1.078770407643241613e+00,1.068288008663833555e+00,1.070915092338720953e+00,1.073224081329291923e+00,1.074698738151725452e+00,1.077537249133845743e+00
1.069542263450825592e+00,1.074785567214017190e+00,1.075820637495452869e+00,1.077782819611524445e+00,1.081144865809179789e+00,1.065508633154015561e+00,1.070986689209286746e+00,1.073218242219711405e+00,1.075080977979280039e+00,1.077515120770699886e+00,1.061327671846968190e+00,1.069455048233286742e+00,1.075665728277890754e+00,1.076831024133200643e+00,1.079284943706804833e+00,1.066704861498740664e+00,1.072441605830806832e+00,1.075565140656163488e+00,1.076888177532136837e+00,1.078865186084064787e+00,1.068866440047398392e+00,1.071197288868998676e+00,1.073438036329897205e+00,1.074566029050618932e+00,1.077456596177457371e+00
1.069172178805343654e+00,1.074371949129157011e+00,1.075890433188378514e+00,1.077634145006492794e+00,1.080938302845070753e+00,1.065318328190058228e+00,1.070404066469232252e+00,1.072738885922928542e+00,1.075028676601936350e+00,1.077357309300444044e+00,1.062556001845576192e+00,1.069270863854991482e+00,1.075455471513373507e+00,1.076561011082033170e+00,1.079079697127295345e+00,1.066427622220764038e+00,1.072168727034416236e+00,1.075116803997401282e+00,1.076618323130495103e+00,1.078751179579898967e+00,1.068841096084130360e+00,1.070937257283469446e+00,1.073120297857592886e+00,1.074163297875032619e+00,1.077246211845714674e+00
1.068427462169212472e+00,1.073588625834519084e+00,1.075813695846883800e+00,1.077119324752983776e+00,1.080549405270647911e+00,1.064689783198238260e+00,1.069439233263187905e+00,1.072429934025887377e+00,1.074639536528635420e+00,1.077086648044458528e+00,1.059455127746382397e+00,1.068291292291812855e+00,1.074966177751782048e+00,1.076020296142438770e+00,1.078669378444806703e+00,1.065736790248001498e+00,1.071716164745842859e+00,1.074565351999364982e+00,1.076115822666319666e+00,1.078422812562259248e+00,1.066600437411934665e+00,1.070342881856095829e+00,1.072231905198145929e+00,1.073706512024359849e+00,1.076924272363682711e+00
