0% quantile: LV Network: 1101,25% quantile: LV Network: 1101,50% quantile: LV Network: 1101,75% quantile: LV Network: 1101,100% quantile: LV Network: 1101,0% quantile: LV Network: 1110,25% quantile: LV Network: 1110,50% quantile: LV Network: 1110,75% quantile: LV Network: 1110,100% quantile: LV Network: 1110,0% quantile: LV Network: 1116,25% quantile: LV Network: 1116,50% quantile: LV Network: 1116,75% quantile: LV Network: 1116,100% quantile: LV Network: 1116,0% quantile: LV Network: 1117,25% quantile: LV Network: 1117,50% quantile: LV Network: 1117,75% quantile: LV Network: 1117,100% quantile: LV Network: 1117,0% quantile: LV Network: 1137,25% quantile: LV Network: 1137,50% quantile: LV Network: 1137,75% quantile: LV Network: 1137,100% quantile: LV Network: 1137
1.064820343362005373e+00,1.069958968807387167e+00,1.073425996019290451e+00,1.078227854635455119e+00,1.084140876345001336e+00,1.042123397185926947e+00,1.064781851806447355e+00,1.070082754747498699e+00,1.074493789187763060e+00,1.079563935776162831e+00,1.047986305220673708e+00,1.060720859898683921e+00,1.069286214905147858e+00,1.075223775076242116e+00,1.081220979701037477e+00,1.039800565229137774e+00,1.065953035841630037e+00,1.075095912380706897e+00,1.077401206585741456e+00,1.081167874953515629e+00,1.044147414256951789e+00,1.060783883162109031e+00,1.066860771899306393e+00,1.073293458825015145e+00,1.079920174904980490e+00
1.064820012212141842e+00,1.069958639085741403e+00,1.073425667238568471e+00,1.078227527038650990e+00,1.084140550423197569e+00,1.042123092078622193e+00,1.064781556776774885e+00,1.070082460669044444e+00,1.074493497029937128e+00,1.079563645752702694e+00,1.047985943404895925e+00,1.060720506389017492e+00,1.069285865188079665e+00,1.075223427296207346e+00,1.081220633819801380e+00,1.039800169360693749e+00,1.065952657927118352e+00,1.075095536613145164e+00,1.077400831339353271e+00,1.081167500988194252e+00,1.044147095220986809e+00,1.060783570363152295e+00,1.066860459885468959e+00,1.073293148663601926e+00,1.079919866821759999e+00
1.066718776019687898e+00,1.072937739468936780e+00,1.077122348800241713e+00,1.080430608120337865e+00,1.085768042425682145e+00,1.059297029833541348e+00,1.066742916156997234e+00,1.072383404021004294e+00,1.074820278296919396e+00,1.081044646287681710e+00,1.053957719002633020e+00,1.065725041689994157e+00,1.072620380934511175e+00,1.078129141090942156e+00,1.082986592978047558e+00,1.063650427822568911e+00,1.071076647684462646e+00,1.075612583583465121e+00,1.078928338311568425e+00,1.082187332484734421e+00,1.040572070288604101e+00,1.065430342308162803e+00,1.071387807099600575e+00,1.076741430266121125e+00,1.082416785162676920e+00
1.066718517275631051e+00,1.072937482087849226e+00,1.077122092308606005e+00,1.080430352669991212e+00,1.085767788299043080e+00,1.059296824620104660e+00,1.066742689519928788e+00,1.072383176601407584e+00,1.074820037018563212e+00,1.081044416122489693e+00,1.053957448964482513e+00,1.065724766177730931e+00,1.072620107605465112e+00,1.078128869776183940e+00,1.082986322783985544e+00,1.063650120651033815e+00,1.071076349514696435e+00,1.075612289888899564e+00,1.078928044087734683e+00,1.082187040077529083e+00,1.040571817776354546e+00,1.065430099800718455e+00,1.071387566341798214e+00,1.076741189688293243e+00,1.082416544482868614e+00
1.057796085355615423e+00,1.068928513031223382e+00,1.076433738871221513e+00,1.079618632578887460e+00,1.085368165697831122e+00,1.056111662825611752e+00,1.064448628322654189e+00,1.070366285389746652e+00,1.074762241880526492e+00,1.079923291243801931e+00,1.053347750513429437e+00,1.060749386945969652e+00,1.071672481552233602e+00,1.076246902762010293e+00,1.082144646410136302e+00,1.055827226663031748e+00,1.067621450569423924e+00,1.074772135120114491e+00,1.077495148408897263e+00,1.082196254419073522e+00,1.040464777156277165e+00,1.062607290997115150e+00,1.069956187248709334e+00,1.075031724143527878e+00,1.080003524817920058e+00
1.057795893113976371e+00,1.068928332502075751e+00,1.076433560833790493e+00,1.079618451429158466e+00,1.085367985729092544e+00,1.056111489368454670e+00,1.064448468966441297e+00,1.070366123365791067e+00,1.074762082099109506e+00,1.079923132860948431e+00,1.053347541467541948e+00,1.060749168859635327e+00,1.071672284601552727e+00,1.076246709222301590e+00,1.082144454161917624e+00,1.055827010911063013e+00,1.067621238137968831e+00,1.074771926478727657e+00,1.077494941998318190e+00,1.082196050050115543e+00,1.040464600835438125e+00,1.062607116242061389e+00,1.069956026437596686e+00,1.075031551275971609e+00,1.080003355935598597e+00
1.058982100050197550e+00,1.067109331342440903e+00,1.075582921364006239e+00,1.078413071808727919e+00,1.085242038121035035e+00,1.051866235083463552e+00,1.061621850848554871e+00,1.069020266775031480e+00,1.071386436778292151e+00,1.078578624470004854e+00,1.047196414490210836e+00,1.061034493300531789e+00,1.069659856214435489e+00,1.074341809737175080e+00,1.081093768203378103e+00,1.052265641143662167e+00,1.067432878672463614e+00,1.072360128481196107e+00,1.076307897499961808e+00,1.080188709056043805e+00,1.045773037209046796e+00,1.059220420343973679e+00,1.066921023028326365e+00,1.072859894696135408e+00,1.077974507471376242e+00
1.058982032734099299e+00,1.067109262997203212e+00,1.075582854553929657e+00,1.078413005615635356e+00,1.085241972299129554e+00,1.051866157047346872e+00,1.061621793979580897e+00,1.069020200585809599e+00,1.071386381201245630e+00,1.078578564771832671e+00,1.047196313557727798e+00,1.061034430711659038e+00,1.069659783034213163e+00,1.074341738993386253e+00,1.081093698118072322e+00,1.052265558561619851e+00,1.067432800987955233e+00,1.072360050685261523e+00,1.076307820942835392e+00,1.080188632861121878e+00,1.045772984838639008e+00,1.059220356151222120e+00,1.066920954990831838e+00,1.072859828152103567e+00,1.077974445173452755e+00
1.056667523608249004e+00,1.065753298626882284e+00,1.073947246182681337e+00,1.077648278846062624e+00,1.083497535021618052e+00,1.049461544325443141e+00,1.058937205538781123e+00,1.063794243565499009e+00,1.070817321913622777e+00,1.076125232332238779e+00,1.045830595850588907e+00,1.060948129369012172e+00,1.065614449729107349e+00,1.074102023993063426e+00,1.081149633366763174e+00,1.053566692503755231e+00,1.066265185734313725e+00,1.071392156264778128e+00,1.073688611244339786e+00,1.078829601985870967e+00,1.048026109928531513e+00,1.059848030366745686e+00,1.065335622863966769e+00,1.071150919844392257e+00,1.078357924553826175e+00
1.056667622586678679e+00,1.065753391102222114e+00,1.073947336798180885e+00,1.077648369645311188e+00,1.083497623347998262e+00,1.049461597083972242e+00,1.058937294105243065e+00,1.063794310728559678e+00,1.070817396575930669e+00,1.076125316515862185e+00,1.045830747903404356e+00,1.060948195059487009e+00,1.065614531369542206e+00,1.074102121560486234e+00,1.081149728158241619e+00,1.053566783628073766e+00,1.066265290512679931e+00,1.071392256586987113e+00,1.073688714439157588e+00,1.078829704515628540e+00,1.048026203194190709e+00,1.059848110607017890e+00,1.065335704163253849e+00,1.071151008770343971e+00,1.078358011132759753e+00
1.062827171336210963e+00,1.068511920099867396e+00,1.073564847871741224e+00,1.077857065050345842e+00,1.082862647834000436e+00,1.047775724062747438e+00,1.059688364851901543e+00,1.065909449400476161e+00,1.071234122021502699e+00,1.076027670118774093e+00,1.044277886501270736e+00,1.061018874028265335e+00,1.069771720854494124e+00,1.075699869205713366e+00,1.081790787048550140e+00,1.059717041939721049e+00,1.068025465011932296e+00,1.072105627637866654e+00,1.075061065110303860e+00,1.079897316091283033e+00,1.044262718763785625e+00,1.061451799642858074e+00,1.068269799303125600e+00,1.070929853150282440e+00,1.078775572099346824e+00
1.062827426311426571e+00,1.068512174108195989e+00,1.073565100800365046e+00,1.077857317281126104e+00,1.082862899494837938e+00,1.047775939535801060e+00,1.059688590849894307e+00,1.065909696201757573e+00,1.071234349233469718e+00,1.076027892617618997e+00,1.044278089764524076e+00,1.061019146061036089e+00,1.069771985087534238e+00,1.075700146621488829e+00,1.081791055753270614e+00,1.059717337788062874e+00,1.068025755559895984e+00,1.072105917660755026e+00,1.075061354259491786e+00,1.079897604722711568e+00,1.044262951586736543e+00,1.061452047558088196e+00,1.068270035455844313e+00,1.070930091149400631e+00,1.078775809394759699e+00
1.036159525533327797e+00,1.050546195140570571e+00,1.057761979635184924e+00,1.066597982875531647e+00,1.076292546430913655e+00,1.013392893792737226e+00,1.038965662425285430e+00,1.047079403202303416e+00,1.054366367373719360e+00,1.064449267038587221e+00,1.010654559493476379e+00,1.035266647469798684e+00,1.053139865231908612e+00,1.064100261641646394e+00,1.070253073883060235e+00,1.031508787764094270e+00,1.047575314761725052e+00,1.057625270307651633e+00,1.062268871062339137e+00,1.069180646411954871e+00,1.013360336781778059e+00,1.039340343984517689e+00,1.048686306079810393e+00,1.055935876929242845e+00,1.067172606960322678e+00
1.036159942237002918e+00,1.050546607530419063e+00,1.057762389618768228e+00,1.066598390747173664e+00,1.076292950794041747e+00,1.013393261692628000e+00,1.038966048149912336e+00,1.047079777973258352e+00,1.054366739222680316e+00,1.064449634596334349e+00,1.010655011296051731e+00,1.035267070960642188e+00,1.053140292915585086e+00,1.064100690081710932e+00,1.070253503086503910e+00,1.031509260873298750e+00,1.047575783510054759e+00,1.057625735347531792e+00,1.062269334355763650e+00,1.069181107296178546e+00,1.013360717987570769e+00,1.039340737487075339e+00,1.048686694488214943e+00,1.055936267137969509e+00,1.067172993386147350e+00
1.018591723077136191e+00,1.047691734770856975e+00,1.055824196605274823e+00,1.063939427920886471e+00,1.076553184370948379e+00,1.004348653085537446e+00,1.028281314365555810e+00,1.039038466342429023e+00,1.051035639497179819e+00,1.064648765042672585e+00,9.990368361263520791e-01,1.028477159614891168e+00,1.043197415689384400e+00,1.062797261051668940e+00,1.069841870181568400e+00,1.014340997438311520e+00,1.044393584014436716e+00,1.049925178231347456e+00,1.059334674618562122e+00,1.069987569637871339e+00,9.995850664210463865e-01,1.033161992284620023e+00,1.041704055527016282e+00,1.050270967246258458e+00,1.065673815850248340e+00
1.018592235694331105e+00,1.047692230156504589e+00,1.055824689608812372e+00,1.063939917624231457e+00,1.076553669527518187e+00,1.004349150272352720e+00,1.028281787579121698e+00,1.039038929575022197e+00,1.051036095585992092e+00,1.064649207505005579e+00,9.990374080462356421e-01,1.028477705913483309e+00,1.043197931179010496e+00,1.062797775191332006e+00,1.069842380912819468e+00,1.014341573963958520e+00,1.044394141846029855e+00,1.049925733322938814e+00,1.059335226021113519e+00,1.069988115884424218e+00,9.995855930863428718e-01,1.033162468784539545e+00,1.041704531060335004e+00,1.050271435979884149e+00,1.065674277120114644e+00
