F1 (to 1101), 6.82 MVA,F2 (to 1104), 6.82 MVA,F3 (to 1107), 6.82 MVA,F4 (to 1110), 6.82 MVA,F5 (to 1115), 8.86 MVA,F6 (to 1126), 8.86 MVA,F7 (to 1137), 8.86 MVA,F8 (to 1151), 8.86 MVA
2.916168469621333692e+00,1.938777069922796636e+00,1.939261555493857481e+00,5.522255236335420925e+00,8.777322465216954583e+00,1.061167686513498154e+01,1.340236588197466538e+01,1.610812373428226252e+01
2.915918337010268591e+00,1.938526580242841968e+00,1.939011097258140692e+00,5.522255408507282581e+00,8.776935925441406994e+00,1.061148374998529498e+01,1.340217173304745302e+01,1.610675847041516562e+01
2.336150574002565428e+00,1.552638551918673171e+00,1.552947682302318722e+00,4.393692707588033208e+00,7.029792118846772908e+00,8.487262090657901936e+00,1.071152315832366320e+01,1.288212847641347381e+01
2.335883286150347349e+00,1.552370887777805519e+00,1.552680044964803718e+00,4.393692736879120098e+00,7.029379200045249299e+00,8.487055760847201924e+00,1.071131587667574969e+01,1.288067290890949224e+01
2.261158717519958561e+00,1.503500705334114285e+00,1.503790580565318225e+00,4.247331789946596992e+00,6.817706358111303544e+00,8.219159603391659630e+00,1.036850767537352525e+01,1.247338664387116225e+01
2.260959170462616630e+00,1.503300877026335858e+00,1.503590771602676179e+00,4.247331804961474333e+00,6.817398122451115761e+00,8.219005566793637030e+00,1.036835292424450117e+01,1.247230027499999139e+01
2.221029938386350988e+00,1.478744902268751993e+00,1.479031338359007464e+00,4.171729035581398293e+00,6.707997307980113177e+00,8.084719235644742596e+00,1.020349494981751981e+01,1.226873151855299149e+01
2.220977197347568044e+00,1.478691837101614448e+00,1.478978279819430419e+00,4.171729635648055989e+00,6.707916176051567980e+00,8.084678665055808011e+00,1.020345484940799707e+01,1.226844379401712537e+01
2.272528471538379335e+00,1.511868526117748468e+00,1.512168115124653767e+00,4.250097626499584003e+00,6.849195860359039045e+00,8.267157064755629392e+00,1.045563690478831198e+01,1.254531361668700917e+01
2.272657630093688041e+00,1.511997869193515864e+00,1.512297445362371429e+00,4.250097636575902449e+00,6.849395420214775321e+00,8.267256776112940742e+00,1.045573712411735023e+01,1.254601696974604153e+01
2.667095956950708668e+00,1.777805639909970647e+00,1.778221365734299342e+00,5.000221199542137285e+00,8.075240500644643049e+00,9.730116322000432305e+00,1.230607929827123392e+01,1.476632858535581505e+01
2.667385228420899868e+00,1.778095218872759453e+00,1.778510911187587418e+00,5.000221390411970113e+00,8.075687674014837114e+00,9.730339680655756496e+00,1.230630404216728024e+01,1.476790601524584012e+01
4.138235452643710843e+00,2.746077451786637091e+00,2.747059092051791662e+00,7.737462848375082913e+00,1.253283705142144377e+01,1.506591373403787770e+01,1.906684411204234308e+01,2.287908535016382672e+01
4.138618231965624616e+00,2.746460817838428881e+00,2.747442389323764722e+00,7.737462373632071788e+00,1.253342919412276579e+01,1.506620930080432963e+01,1.906714177879783634e+01,2.288118475940347807e+01
6.439406817667829408e+00,4.251004402435242469e+00,4.253389492649921166e+00,1.206906777924112717e+01,1.941800173328485357e+01,2.338307820078490096e+01,2.970112915755489524e+01,3.557944569153444547e+01
6.439805835122194289e+00,4.251403838823946124e+00,4.253788817754824869e+00,1.206906754045813024e+01,1.941862074460863141e+01,2.338338641164133591e+01,2.970144172409679229e+01,3.558165358084286822e+01
5.908557443902449968e+00,3.904209827229315533e+00,3.906214228521370124e+00,1.099717967370228067e+01,1.786181627888892010e+01,2.145940205643276499e+01,2.725039872847543165e+01,3.264011146871029467e+01
5.908915520763240892e+00,3.904568335312120553e+00,3.906572644752233536e+00,1.099717928224315955e+01,1.786237121790386695e+01,2.145967858086828883e+01,2.725067821610785401e+01,3.264208876068668985e+01
4.086112781540467864e+00,2.708634345621073525e+00,2.709587032029200593e+00,7.605612589725392780e+00,1.233193196204857145e+01,1.484854180651519684e+01,1.882393527490033946e+01,2.255783864504666525e+01
4.086408523177682994e+00,2.708930508351843347e+00,2.709883142279486457e+00,7.605612122445601031e+00,1.233238939024625225e+01,1.484877014282135477e+01,1.882416509562990825e+01,2.255946017440959039e+01
4.556916331565642686e+00,3.035187797637082685e+00,3.036387725395703452e+00,8.493722813048005804e+00,1.387753839671405309e+01,1.664890171426738164e+01,2.112992472176783565e+01,2.530264251166725487e+01
4.557154983702736750e+00,3.035426737958060617e+00,3.036626618472285433e+00,8.493722712615769055e+00,1.387790788514726614e+01,1.664908603693336886e+01,2.113011067509175334e+01,2.530395346965435976e+01
4.064393229605463453e+00,2.703918047081856457e+00,2.704866470472937046e+00,7.605774026852647474e+00,1.229723206887940101e+01,1.481768993164844161e+01,1.879275720598416655e+01,2.251524006031643310e+01
4.064582880494786998e+00,2.704107943024677940e+00,2.705056332916869088e+00,7.605773793677697903e+00,1.229752545048842727e+01,1.481783637544756616e+01,1.879290475725405685e+01,2.251627980362761505e+01
4.360656961477224591e+00,2.897414333396179931e+00,2.898505408297090025e+00,8.131143725568790614e+00,1.323333332858577016e+01,1.588421165807458557e+01,2.012335791493352843e+01,2.414093448279290399e+01
4.360789498147113363e+00,2.897546973463731135e+00,2.898638023456143298e+00,8.131143814844481454e+00,1.323353853228484844e+01,1.588431401509292762e+01,2.012346123611666826e+01,2.414166167298956012e+01
4.686568101476671799e+00,3.095482373234419882e+00,3.096730191628409568e+00,8.709523132087500841e+00,1.410963415858210368e+01,1.697703932074763600e+01,2.151907109904789195e+01,2.580726924039111125e+01
4.686616465308780732e+00,3.095530761261704455e+00,3.096778570031174738e+00,8.709523250741000311e+00,1.410970916964336475e+01,1.697707669439779465e+01,2.151910890832400725e+01,2.580753489324158068e+01
4.968049180418579347e+00,3.277419474821154477e+00,3.278820946103965905e+00,9.300237655237546974e+00,1.493244653067700511e+01,1.798207261294965775e+01,2.275662370994474060e+01,2.734003173595974445e+01
